Date,State_Code,Sex,Race,Hispanic,Age_Group,Disability_Status,Education_Group,Veteran_Status,Employment_Status,Labor_Force_Status,Number_of_Persons
2023-07-01,9,Female,White,Non-Hispanic,31-40,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7919.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4867.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7321.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6592.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3080.0
2023-07-01,9,Male,Black or African American,Non-Hispanic,31-40,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9515.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6936.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3744.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4036.0
2023-07-01,9,Female,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,3036.0
2023-07-01,9,Male,Black or African American,Non-Hispanic,31-40,No Disability,Masters or Professional Degree,Non-Veteran,Unemployed,In Civilian Labor Force,8945.0
2023-07-01,9,Male,White,Hispanic,31-40,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,4191.0
2023-07-01,9,Male,White,Non-Hispanic,31-40,No Disability,Less than Bachelors,Non-Veteran,Unemployed,In Civilian Labor Force,3355.0
2023-07-01,1,Female,American Indian or Alaskan Native,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3210.0
2023-07-01,1,Female,"American Indian, Alaskan Native",Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,5223.0
2023-07-01,1,Female,Asian,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,2602.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,15178.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,17727.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,20608.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,2361.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,5042.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,7176.0
2023-07-01,1,Female,Two or More Races,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,2371.0
2023-07-01,1,Female,White,Hispanic,41-50,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,1930.0
2023-07-01,1,Female,White,Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,5150.0
2023-07-01,1,Female,White,Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,2183.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,2054.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,31929.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,2362.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,9629.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,39464.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,High School,Veteran,Employed,In Civilian Labor Force,2695.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,17676.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,2483.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,7393.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,19906.0
2023-07-01,1,Male,American Indian or Alaskan Native,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,4429.0
2023-07-01,1,Male,"American Indian, Alaskan Native",Non-Hispanic,41-50,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,2563.0
2023-07-01,1,Male,"American Indian, Alaskan Native",Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3360.0
2023-07-01,1,Male,Asian,Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,2996.0
2023-07-01,1,Male,Asian,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,2013.0
2023-07-01,1,Male,Asian,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,2407.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,5548.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,2822.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,25904.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,No Disability,High School,Veteran,Employed,In Civilian Labor Force,2669.0
2023-07-01,1,Male,Native Hawaiian and Other Pacific Islander,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,3417.0
2023-07-01,1,Male,Two or More Races,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3193.0
2023-07-01,1,Male,White,Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,6433.0
2023-07-01,1,Male,White,Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3119.0
2023-07-01,1,Male,White,Hispanic,41-50,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,2005.0
2023-07-01,1,Male,White,Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,2199.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,Disabled,High School,Veteran,Employed,In Civilian Labor Force,2448.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,27897.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,2319.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,11476.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,43966.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,High School,Veteran,Employed,In Civilian Labor Force,2108.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,26316.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,4386.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,4173.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,6540.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2279.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,2462.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7256.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2684.0
2023-07-01,1,Female,Black or African American,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4906.0
2023-07-01,1,Female,White,Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4514.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2279.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2000.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2047.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2647.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13727.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6769.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4443.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3002.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1969.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2667.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3694.0
2023-07-01,1,Male,Black or African American,Non-Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2352.0
2023-07-01,1,Male,White,Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2418.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2058.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4582.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2308.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4603.0
2023-07-01,1,Male,White,Non-Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1895.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,Disabled,Masters or Professional Degree,Non-Veteran,Unemployed,In Civilian Labor Force,2337.0
2023-07-01,1,Female,White,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Unemployed,In Civilian Labor Force,2247.0
2023-07-01,10,Female,Asian,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,2463.0
2023-07-01,10,Female,Asian,Non-Hispanic,41-50,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,770.0
2023-07-01,10,Female,Asian,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,770.0
2023-07-01,10,Female,Black or African American,Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1295.0
2023-07-01,10,Female,Black or African American,Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,1295.0
2023-07-01,10,Female,Black or African American,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,903.0
2023-07-01,10,Female,Black or African American,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3786.0
2023-07-01,10,Female,Black or African American,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3820.0
2023-07-01,10,Female,Black or African American,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3156.0
2023-07-01,10,Female,Two or More Races,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1362.0
2023-07-01,10,Female,Two or More Races,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1030.0
2023-07-01,10,Female,White,Hispanic,41-50,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,771.0
2023-07-01,10,Female,White,Hispanic,41-50,Disabled,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,919.0
2023-07-01,10,Female,White,Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,936.0
2023-07-01,10,Female,White,Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,984.0
2023-07-01,10,Female,White,Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,919.0
2023-07-01,10,Female,White,Non-Hispanic,41-50,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,761.0
2023-07-01,10,Female,White,Non-Hispanic,41-50,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,798.0
2023-07-01,10,Female,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,6376.0
2023-07-01,10,Female,White,Non-Hispanic,41-50,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,1066.0
2023-07-01,10,Female,White,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,6099.0
2023-07-01,10,Female,White,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,7558.0
2023-07-01,10,Female,White,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3437.0
2023-07-01,10,Male,Asian,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,1995.0
2023-07-01,10,Male,Asian,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,802.0
2023-07-01,10,Male,Asian,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,686.0
2023-07-01,10,Male,Black or African American,Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,1362.0
2023-07-01,10,Male,Black or African American,Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1994.0
2023-07-01,10,Male,Black or African American,Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,1847.0
2023-07-01,10,Male,Black or African American,Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,2060.0
2023-07-01,10,Male,Black or African American,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4606.0
2023-07-01,10,Male,Black or African American,Non-Hispanic,41-50,No Disability,Doctorate Degree,Veteran,Employed,In Civilian Labor Force,774.0
2023-07-01,10,Male,Black or African American,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,5695.0
2023-07-01,10,Male,Black or African American,Non-Hispanic,41-50,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,2776.0
2023-07-01,10,Male,Black or African American,Non-Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,789.0
2023-07-01,10,Male,Black or African American,Non-Hispanic,41-50,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,886.0
2023-07-01,10,Male,White,Hispanic,41-50,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,1810.0
2023-07-01,10,Male,White,Non-Hispanic,41-50,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,805.0
2023-07-01,10,Male,White,Non-Hispanic,41-50,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4416.0
2023-07-01,10,Male,White,Non-Hispanic,41-50,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,10380.0
